,X,Y,Area,Perimeter,Eccentricity,dapi,ncam1,ssea1,tra181,mz 835.518,mz 940.592
0,1849.0416666666667,1369.2052180685357,264,59.698484809834994,0.7458776471832992,116.77651515151516,12.268939393939394,7.848484848484849,11.397727272727273,0.004442181762303636,0.006104502292875202
1,1818.2702702702702,1850.1049928433104,222,54.2842712474619,0.5630397645294156,156.4189189189189,13.63063063063063,7.648648648648648,8.986486486486486,0.004252494939657051,0.008296704898222162
2,2025.1495016611295,318.51737199987565,301,65.94112549695427,0.5281943666906184,123.92358803986711,11.9734219269103,7.232558139534884,7.897009966777409,0.004016257088889206,0.007481912915008263
3,3115.2888198757764,2025.1480234515584,322,65.698484809835,0.6041143808900885,175.27950310559007,9.583850931677018,7.739130434782608,9.453416149068323,0.0021772723855194493,0.004108523657462586
4,2497.8230452674898,3130.1532633360252,243,68.87005768508881,0.6886967672724875,113.99588477366255,15.452674897119342,7.8806584362139915,11.419753086419753,0.003893474309793624,0.006379322988920615
5,2669.165467625899,3240.886572984603,278,61.112698372208094,0.5218496255575475,151.04676258992805,12.629496402877697,7.870503597122302,10.70863309352518,0.0032102841764276345,0.006122495484107237
6,3159.6780104712043,2802.7185252238587,382,73.94112549695427,0.7112444991020089,109.64659685863874,11.452879581151832,7.5811518324607325,10.319371727748692,0.004876893102876612,0.009056922603832543
7,2430.238578680203,2254.125480335879,197,54.52691193458118,0.4359124486855239,125.04060913705584,15.238578680203046,7.649746192893401,9.680203045685278,0.004356441143009687,0.008597832738352578
8,2934.90350877193,1107.5188145597635,228,56.04163056034261,0.7508045050879696,122.0219298245614,14.741228070175438,7.921052631578948,10.135964912280702,0.004498362009440409,0.009532461012668624
9,2135.1564245810055,575.9931603404166,179,57.59797974644666,0.9408542733116714,165.56983240223462,12.128491620111731,7.832402234636872,16.70391061452514,0.0043536198802130496,0.011835346888791207
10,1753.7943548387098,3018.3853255954173,248,60.2842712474619,0.4243112229172205,160.63709677419354,16.20967741935484,11.971774193548388,12.112903225806452,0.0033116451608941272,0.005585207831277252
11,2668.4231464737795,1209.0324483277277,553,119.39696961966999,0.8601755089638655,158.46835443037975,15.573236889692586,8.198915009041592,9.750452079566003,0.0038744148085284543,0.006665628873736341
12,850.96,1805.786628324946,325,65.11269837220809,0.610813168901124,177.08615384615385,15.716923076923077,7.418461538461538,13.32,0.0035986583859926122,0.0057824874474961905
13,3033.88,1536.2013291796468,225,53.21320343559643,0.30861109698687156,238.12,16.08888888888889,8.071111111111112,13.804444444444444,0.003551783346036994,0.007808967288716545
14,2903.5270935960593,1843.1955711063024,203,51.698484809834994,0.5692858286158156,152.98522167487684,12.83743842364532,7.4088669950738915,10.399014778325123,0.0037804360984711135,0.005580262459588816
15,2040.763888888889,1898.226051401869,288,61.698484809834994,0.5326786436380829,151.05902777777777,10.84375,7.559027777777778,9.072916666666666,0.004434593386998751,0.00901511434348929
16,1628.4911111111112,1413.3591069574245,450,79.59797974644667,0.7344035339445549,101.59333333333333,11.413333333333334,7.9622222222222225,7.928888888888889,0.0033566107540420552,0.006207177953152002
17,658.7583333333333,2654.6052180685356,120,39.55634918610404,0.652958107999187,143.55833333333334,14.225,7.366666666666666,16.408333333333335,0.005191257892437286,0.01204617265852158
18,1320.7853260869565,1709.3021383583907,368,69.35533905932738,0.5704255798289121,180.62228260869566,11.089673913043478,7.317934782608695,9.940217391304348,0.004182395319238364,0.009440742530752987
19,477.8181818181818,2153.509005947323,110,38.62741699796952,0.6675741750946738,97.64545454545454,12.290909090909091,7.2272727272727275,16.7,0.00538707056313779,0.005698412089300968
20,1155.6043956043957,947.8576905960081,273,60.04163056034261,0.6898789056444478,109.0989010989011,11.853479853479854,7.113553113553113,9.23076923076923,0.003702362469368509,0.010175787005349901
21,2100.358974358974,1677.5609872993048,429,86.42640687119285,0.8755242827984127,242.55244755244755,13.657342657342657,7.748251748251748,13.573426573426573,0.004590758121283012,0.009318209095810142
22,3064.901204819277,2062.971985136809,415,101.98275605729688,0.8827221979432962,124.8144578313253,11.787951807228916,7.233734939759036,11.074698795180723,0.002039564465704445,0.003504176266620955
